,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
697,Shot Chart Detail,0021400765,114,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,22,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,133,85,1,1
698,Shot Chart Detail,0021400765,119,101108,Chris Paul,1610612746,Los Angeles Clippers,1,0,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-87,244,1,0
699,Shot Chart Detail,0021400765,207,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,58,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,19,1,0
700,Shot Chart Detail,0021400765,263,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,99,149,1,1
701,Shot Chart Detail,0021400765,280,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-149,64,1,0
702,Shot Chart Detail,0021400765,292,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,1,1,1
703,Shot Chart Detail,0021400765,313,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,5,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,2,244,1,0
704,Shot Chart Detail,0021400765,364,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,5,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,37,119,1,1
705,Shot Chart Detail,0021400765,401,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,21,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-46,0,1,0
706,Shot Chart Detail,0021400765,403,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,14,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-139,77,1,1
707,Shot Chart Detail,0021400781,3,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,10,179,1,0
708,Shot Chart Detail,0021400781,25,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,6,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,50,1,0
709,Shot Chart Detail,0021400781,125,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,21,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,8,1,1
710,Shot Chart Detail,0021400781,212,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,5,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-95,88,1,1
711,Shot Chart Detail,0021400781,226,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-109,219,1,0
712,Shot Chart Detail,0021400781,249,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,49,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-29,192,1,1
713,Shot Chart Detail,0021400781,270,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,32,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,64,119,1,1
714,Shot Chart Detail,0021400781,278,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,-13,1,1
715,Shot Chart Detail,0021400781,301,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,92,227,1,1
716,Shot Chart Detail,0021400781,327,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,52,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-226,19,1,0
717,Shot Chart Detail,0021400781,356,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,86,192,1,1
718,Shot Chart Detail,0021400781,364,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-109,175,1,0
719,Shot Chart Detail,0021400781,384,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-13,183,1,0
720,Shot Chart Detail,0021400781,460,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,43,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,24,71,1,0
721,Shot Chart Detail,0021400781,552,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-146,137,1,0
722,Shot Chart Detail,0021400799,18,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,2,252,1,0
723,Shot Chart Detail,0021400799,50,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-70,236,1,1
724,Shot Chart Detail,0021400799,84,101108,Chris Paul,1610612746,Los Angeles Clippers,1,2,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-106,148,1,1
725,Shot Chart Detail,0021400799,87,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,7,1,0
726,Shot Chart Detail,0021400799,190,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,42,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,113,97,1,1
727,Shot Chart Detail,0021400799,193,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,163,194,1,0
728,Shot Chart Detail,0021400799,208,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,12,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,7,1,0
729,Shot Chart Detail,0021400799,269,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,111,0,1,0
730,Shot Chart Detail,0021400799,277,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,50,1,0
731,Shot Chart Detail,0021400799,284,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,21,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,78,86,1,1
732,Shot Chart Detail,0021400799,353,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,9,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,86,135,1,0
733,Shot Chart Detail,0021400799,366,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,160,219,1,0
734,Shot Chart Detail,0021400799,518,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,10,63,1,0
735,Shot Chart Detail,0021400799,604,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,38,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,7,34,1,0
736,Shot Chart Detail,0021400802,2,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-30,140,1,1
737,Shot Chart Detail,0021400802,10,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-152,205,1,1
738,Shot Chart Detail,0021400802,22,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,28,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,39,1,1
739,Shot Chart Detail,0021400802,45,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,38,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-18,34,1,0
740,Shot Chart Detail,0021400802,166,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,14,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,138,140,1,0
741,Shot Chart Detail,0021400802,190,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-106,230,1,0
742,Shot Chart Detail,0021400802,270,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,2,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,51,132,1,0
743,Shot Chart Detail,0021400802,280,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,27,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,105,159,1,1
744,Shot Chart Detail,0021400802,300,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,26,1,1
745,Shot Chart Detail,0021400802,314,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,43,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,70,48,1,1
746,Shot Chart Detail,0021400802,323,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-79,265,1,1
747,Shot Chart Detail,0021400802,330,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-127,219,1,0
748,Shot Chart Detail,0021400802,422,101108,Chris Paul,1610612746,Los Angeles Clippers,4,10,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,179,-3,1,0
749,Shot Chart Detail,0021400802,570,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,92,86,1,0
750,Shot Chart Detail,0021400802,580,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,11,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,0,85,1,1
751,Shot Chart Detail,0021400802,588,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,7,160,1,1
752,Shot Chart Detail,0021400820,27,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,114,99,1,0
753,Shot Chart Detail,0021400820,111,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,54,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,11,1,0
754,Shot Chart Detail,0021400820,122,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-163,175,1,0
755,Shot Chart Detail,0021400820,243,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,163,72,1,0
756,Shot Chart Detail,0021400820,269,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-43,194,1,1
757,Shot Chart Detail,0021400820,295,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,30,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-70,179,1,1
758,Shot Chart Detail,0021400820,305,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-97,126,1,1
759,Shot Chart Detail,0021400820,334,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,54,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,31,173,1,1
760,Shot Chart Detail,0021400820,384,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,99,160,1,0
761,Shot Chart Detail,0021400820,387,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,22,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,105,34,1,1
762,Shot Chart Detail,0021400837,31,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,157,112,1,1
763,Shot Chart Detail,0021400837,40,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-65,165,1,1
764,Shot Chart Detail,0021400837,60,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,135,83,1,1
765,Shot Chart Detail,0021400837,69,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,168,11,1,0
766,Shot Chart Detail,0021400837,75,101108,Chris Paul,1610612746,Los Angeles Clippers,1,2,46,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,15,1,1
767,Shot Chart Detail,0021400837,154,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,33,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,106,129,1,1
768,Shot Chart Detail,0021400837,157,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-98,165,1,0
769,Shot Chart Detail,0021400837,179,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,18,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-7,201,1,1
770,Shot Chart Detail,0021400837,185,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,35,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,248,36,1,1
771,Shot Chart Detail,0021400837,187,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,25,1,1
772,Shot Chart Detail,0021400837,197,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,16,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,111,55,1,1
773,Shot Chart Detail,0021400837,207,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,102,93,1,0
774,Shot Chart Detail,0021400837,226,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,5,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,154,97,1,0
775,Shot Chart Detail,0021400837,236,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,81,238,1,1
776,Shot Chart Detail,0021400837,293,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,39,247,1,0
777,Shot Chart Detail,0021400837,307,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-103,142,1,0
778,Shot Chart Detail,0021400837,334,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,14,1,0
779,Shot Chart Detail,0021400837,407,101108,Chris Paul,1610612746,Los Angeles Clippers,4,7,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-93,175,1,0
780,Shot Chart Detail,0021400837,434,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,105,75,1,1
781,Shot Chart Detail,0021400837,446,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,3,1,1
782,Shot Chart Detail,0021400837,465,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,10,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-71,126,1,1
783,Shot Chart Detail,0021400837,472,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,27,1,0
784,Shot Chart Detail,0021400846,9,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,47,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-4,206,1,0
785,Shot Chart Detail,0021400846,132,101108,Chris Paul,1610612746,Los Angeles Clippers,1,0,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-40,242,1,0
786,Shot Chart Detail,0021400846,208,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,38,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-105,145,1,1
787,Shot Chart Detail,0021400846,227,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,56,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,53,189,1,1
788,Shot Chart Detail,0021400846,242,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,32,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-98,160,1,1
789,Shot Chart Detail,0021400846,288,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,22,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-111,118,1,0
790,Shot Chart Detail,0021400846,324,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,56,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-168,189,1,1
791,Shot Chart Detail,0021400846,329,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,3,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-27,52,1,0
792,Shot Chart Detail,0021400846,339,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,24,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-100,123,1,1
793,Shot Chart Detail,0021400846,411,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,26,186,1,0
794,Shot Chart Detail,0021400846,413,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,37,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,13,70,115,1,1
795,Shot Chart Detail,0021400846,477,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,18,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,151,137,1,0
796,Shot Chart Detail,0021400846,515,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,45,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-15,88,1,0
797,Shot Chart Detail,0021400846,520,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-24,252,1,1
798,Shot Chart Detail,0021400846,522,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,21,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,9,1,0
799,Shot Chart Detail,0021400846,527,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,45,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,26,137,1,1
800,Shot Chart Detail,0021400846,551,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,14,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,50,101,1,0
801,Shot Chart Detail,0021400846,576,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-223,108,1,0
802,Shot Chart Detail,0021400864,69,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-138,140,1,1
803,Shot Chart Detail,0021400864,98,101108,Chris Paul,1610612746,Los Angeles Clippers,1,2,24,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,135,64,1,0
804,Shot Chart Detail,0021400864,109,101108,Chris Paul,1610612746,Los Angeles Clippers,1,0,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,119,227,1,0
805,Shot Chart Detail,0021400864,191,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,102,233,1,0
806,Shot Chart Detail,0021400864,244,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,24,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-130,124,1,1
807,Shot Chart Detail,0021400864,247,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,59,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,125,-2,1,1
808,Shot Chart Detail,0021400864,250,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,19,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,12,101,1,1
809,Shot Chart Detail,0021400864,281,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,171,0,1,0
810,Shot Chart Detail,0021400864,316,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,52,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,7,1,0
811,Shot Chart Detail,0021400864,322,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,195,154,1,0
